Estimate Status,Year,Wave,State,Common Name,Fishing Mode,Fishing Area,Observed Harvest (A),PSE,Reported Harvest (B1),PSE,Released Alive (B2),PSE
FINAL,2016,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,866,45.8,0,.,0,.
FINAL,2016,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,3144,85.3,0,.,0,.
FINAL,2016,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,6006,39.6,0,.,2172,71.3
FINAL,2016,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,16693,95.4,1021,98.7,32512,69.3
FINAL,2016,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,366,102.5,0,.,4526,77.2
FINAL,2017,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,36,101.9,0,.,0,.
FINAL,2017,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,2308,106.3,24855,79.6,3037,97.9
FINAL,2017,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,7182,29.4,0,.,0,.
FINAL,2017,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,97207,22.1,0,.,4717,43.3
FINAL,2017,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,29127,91.8,0,.,29932,72.7
FINAL,2017,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,0,.,0,.,27614,77.9
FINAL,2017,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,1348,40.8,1173,109.5,0,.
FINAL,2017,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,0,.,3123,88.9,0,.
FINAL,2017,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,15543,54.8,50,104.9,262,105.9
FINAL,2017,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,38053,74,0,.,0,.
FINAL,2017,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,4,275,115,0,.,0,.
FINAL,2017,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,238,101.2,0,.,0,.
FINAL,2017,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,19255,88.8,0,.,178731,97.9
FINAL,2017,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,2060,48.8,0,.,0,.
FINAL,2017,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,26710,21.3,0,.,0,.
FINAL,2017,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,0,.,710,94.9,0,.
FINAL,2017,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,6094,88.8,27403,58.7,7643,101.6
FINAL,2017,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,27071,40,0,.,3077,56.4
FINAL,2017,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,188100,45.1,1052,103.6,10376,76.5
FINAL,2017,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,119886,54.4,30549,73.9,38664,53.8
FINAL,2017,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,104642,61.4,55851,80.2,45035,65.4
FINAL,2017,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,143,87.1,0,.,0,.
FINAL,2017,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,20747,56.9,6262,82.2,508,104
FINAL,2017,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,14989,76.3,297,92.3,27966,96
FINAL,2017,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,1472,103.2
FINAL,2017,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,21308,26,0,.,1410,108.3
FINAL,2017,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,142692,28,12919,84.8,30692,70.2
FINAL,2017,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,4,0,.,0,.,40,100.5
FINAL,2017,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,32296,80.7,4659,96.7,2585,61.4
FINAL,2017,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,166396,48.5,20769,80.7,40659,53.8
FINAL,2017,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,5370,46.8,6097,66.3,0,.
FINAL,2017,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,4209,114.6,305657,61.8,4831,57
FINAL,2017,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,1718,96.9
FINAL,2017,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,17543,32.2,0,.,968,88.7
FINAL,2017,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,36053,38,0,.,3178,62.3
FINAL,2017,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,25928,73.2,0,.,4356,101.1
FINAL,2017,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,65393,69.9,41132,83,23989,106
FINAL,2017,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,779,78.7,0,.,0,.
FINAL,2017,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,SHORE,2,0,.,0,.,3174,104.1
FINAL,2017,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,6176,28.4,0,.,0,.
FINAL,2017,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,16241,45.7,0,.,4875,81
FINAL,2017,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,50812,85,0,.,58138,53.2
FINAL,2017,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,413,105.3,0,.,0,.
FINAL,2018,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,2133,67.5,0,.,1984,78.7
FINAL,2018,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,43938,94.3,0,.,33795,94.3
FINAL,2018,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,19646,35,0,.,0,.
FINAL,2018,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,7443,80.9,0,.,254,106.5
FINAL,2018,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,46863,31.3,0,.,1095,30.1
FINAL,2018,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,52170,30,0,.,4090,93.7
FINAL,2018,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,2976,100.8,0,.,11869,73.3
FINAL,2018,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,44709,81.4,8097,101.6,3341,102.4
FINAL,2018,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,26467,42.6,0,.,3394,77.7
FINAL,2018,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,13293,77.1,4718,89.3,0,.
FINAL,2018,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,14207,107.2
FINAL,2018,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,21945,55,0,.,2382,73.8
FINAL,2018,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,115239,21.2,10228,72.4,8004,72.6
FINAL,2018,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,13292,89.4,0,.,117130,81.7
FINAL,2018,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,133826,69.3,130371,56.9,62942,59.6
FINAL,2018,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,5206,100.6
FINAL,2018,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,767,84.5,0,.,0,.
FINAL,2018,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,37516,57.2,417,100.6,2940,99
FINAL,2018,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,43330,74.6,10815,61,14808,55.9
FINAL,2018,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,3151,101.7,0,.,7716,101.7
FINAL,2018,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,60013,44.9,0,.,12337,47.5
FINAL,2018,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,201694,33.9,0,.,34945,69.1
FINAL,2018,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,464251,65.8,28807,88.1,260868,86
FINAL,2018,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,66146,57.1,302275,94.5,211489,84.1
FINAL,2018,JULY/AUGUST,MISSISSIPPI,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,0,.,0,.,931,96.1
FINAL,2018,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,32802,85,0,.,565,100.2
FINAL,2018,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,25204,90.1,0,.,5149,90.1
FINAL,2018,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,10593,43.7,866,86,2205,54.1
FINAL,2018,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,101867,40.9,551,87.7,23161,47.2
FINAL,2018,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,13750,100,0,.,5630,73.7
FINAL,2018,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,9022,84.9,0,.,1550,101.7
FINAL,2018,SEPTEMBER/OCTOBER,MISSISSIPPI,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,8887,75.4,0,.,6665,75.4
FINAL,2018,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,53043,81.2,13710,94.1,1371,94.1
FINAL,2018,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,2866,57.9,0,.,0,.
FINAL,2018,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,9504,31.4,0,.,0,.
FINAL,2018,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,0,.,501,105.8,4508,105.8
